text,labels
Single 1100BPMR Door Refrigerator BPL L BRC 1 95 Cool Star,O I-mo O O B-br O B-mo O O O O
Croma 170 L Direct Cool Single Door 2 Star Refrigerator CRAR0215,B-br O O O O O O O O O B-mo
Single Star Cool CRAR0215 Refrigerator 2 Door Croma Direct 170 L,O O O B-mo O O O B-br O O O
Croma CRAR0215 Single Refrigerator 2 L 170 Direct Door Star Cool,B-br B-mo O O O O O O O O O
Croma CRAR0215 Single Refrigerator 2 170 Direct Door Star Cool,B-br B-mo O O O O O O O O
Croma 270 L Frost Free Double Door 2 Star Refrigerator CRLR272FFC259601,B-br O O O O O O O O O B-mo
2 Double 270 Star Refrigerator Free Door CRLR272FFC259601 Croma L Frost,O O O O O O O B-mo B-br O O
Free L Door CRLR272FFC259601 Double 2 Star Croma Frost Refrigerator 270,O O O B-mo O O O B-br O O O
Free L Door Double 2 Star Croma Frost Refrigerator 270,O O O O O O B-br O O O
Croma 307 L Frost Free Double Door 3 Star Refrigerator CRLR310FFD259607,B-br O O O O O O O O O B-mo
3 Double Croma Free 307 Refrigerator Frost Door L Star CRLR310FFD259607,O O B-br O O O O O O O B-mo
Free Double Refrigerator 3 Croma L CRLR310FFD259607 307 Door Star Frost,O O O O B-br O B-mo O O O O
Free Double Refrigerator 3 Croma L CRLR310FFD259607 307 Star Frost,O O O O B-br O B-mo O O O
Croma 279 L Frost Free Double Door 2 Star Refrigerator CRLR280FFC259602,B-br O O O O O O O O O B-mo
Frost Croma 279 L 2 Star CRLR280FFC259602 Door Refrigerator Double Free,O B-br O O O O B-mo O O O O
Croma Double CRLR280FFC259602 L Door Refrigerator 279 2 Free Star Frost,B-br O B-mo O O O O O O O O
Croma Double CRLR280FFC259602 L Door Refrigerator 2 Free Star Frost,B-br O B-mo O O O O O O O
Croma 307 L Frost Free Double Door 2 Star Refrigerator CRLR310FFC259603,B-br O O O O O O O O O B-mo
Frost 307 Door Free Star 2 Refrigerator Croma L CRLR310FFC259603 Double,O O O O O O O B-br O B-mo O
Refrigerator L Double CRLR310FFC259603 Star Croma Door 2 Free 307 Frost,O O O B-mo O B-br O O O O O
Refrigerator L Double CRLR310FFC259603 Star Croma Door 2 Free 307,O O O B-mo O B-br O O O O
Croma 259 L Frost Free Double Door 3 Star Refrigerator CRLR260FFD259606,B-br O O O O O O O O O B-mo
Frost Refrigerator Door Double CRLR260FFD259606 Star L 259 3 Croma Free,O O O O B-mo O O O O B-br O
CRLR260FFD259606 Frost 259 L Croma Double Star 3 Refrigerator Free Door,B-mo O O O B-br O O O O O O
CRLR260FFD259606 Frost 259 L Croma Double Star 3 Refrigerator Door,B-mo O O O B-br O O O O O
Croma 50 L Direct Cool Single Door 1 Star Refrigerator CRAR0218,B-br O O O O O O O O O B-mo
Direct 1 CRAR0218 L Cool Door Croma Single Star 50 Refrigerator,O O B-mo O O O B-br O O O O
L Direct Star Door 1 Single Croma Cool CRAR0218 50 Refrigerator,O O O O O O B-br O B-mo O O
L Direct Star Door 1 Single Croma CRAR0218 50 Refrigerator,O O O O O O B-br B-mo O O
Croma 347 L Frost Free Double Door 2 Star Refrigerator CRAR2404,B-br O O O O O O O O O B-mo
Free Double L Frost 2 Door Star Refrigerator Croma CRAR2404 347,O O O O O O O O B-br B-mo O
Door Refrigerator 347 CRAR2404 Free Double Frost Croma 2 L Star,O O O B-mo O O O B-br O O O
Door Refrigerator 347 CRAR2404 Double Frost Croma 2 L Star,O O O B-mo O O B-br O O O
Croma 310 L Frost Free Double Door 2 Star Refrigerator CRAR2403,B-br O O O O O O O O O B-mo
Door Frost Croma CRAR2403 Free Double L 2 Star 310 Refrigerator,O O B-br B-mo O O O O O O O
Double Croma Star CRAR2403 310 Door L 2 Free Refrigerator Frost,O B-br O B-mo O O O O O O O
Double Croma Star CRAR2403 310 Door L 2 Free Refrigerator,O B-br O B-mo O O O O O O
Croma 225 L Direct Cool Single Door 2 Star Refrigerator CRAR0214,B-br O O O O O O O O O B-mo
Door 225 CRAR0214 Direct Croma Star 2 Cool Refrigerator L Single,O O B-mo O B-br O O O O O O
CRAR0214 L Star 225 2 Door Direct Single Cool Refrigerator Croma,B-mo O O O O O O O O O B-br
CRAR0214 L Star 225 Door Direct Single Cool Refrigerator Croma,B-mo O O O O O O O O B-br
Croma 584 L Frost Free Side by Side 3 Star Refrigerator CRAR2601,B-br O O O O O O O O O O B-mo
Frost Free Side 584 Croma L Refrigerator Star Side 3 by CRAR2601,O O O O B-br O O O O O O B-mo
Refrigerator Side 3 L 584 CRAR2601 Free Croma Frost Side Star by,O O O O O B-mo O B-br O O O O
Refrigerator Side 3 L 584 CRAR2601 Free Frost Side Star by,O O O O O B-mo O O O O O
Croma 592 L Frost Free Side by Side 3 Star Refrigerator CRAR2621,B-br O O O O O O O O O O B-mo
Frost Side Side by Free Star Croma 592 3 L CRAR2621 Refrigerator,O O O O O O B-br O O O B-mo O
Side Croma by 592 Refrigerator 3 L CRAR2621 Frost Star Free Side,O B-br O O O O O B-mo O O O O
Side Croma by 592 Refrigerator 3 L CRAR2621 Frost Star Side,O B-br O O O O O B-mo O O O
Croma 263 L Frost Free Double Door 2 Star Refrigerator CRAR2522,B-br O O O O O O O O O B-mo
Double Star Free Croma CRAR2522 Refrigerator 2 Frost Door L 263,O O O B-br B-mo O O O O O O
Door CRAR2522 Double Refrigerator Star Croma Free 2 L Frost 263,O B-mo O O O B-br O O O O O
Door CRAR2522 Double Refrigerator Star Croma Free 2 L 263,O B-mo O O O B-br O O O O
Croma 541 L Frost Free Double Door 2 Star Refrigerator CRAR2525,B-br O O O O O O O O O B-mo
Star Refrigerator Croma Double 2 Door CRAR2525 Frost Free 541 L,O O B-br O O O B-mo O O O O
541 Croma L Frost Free Door 2 Refrigerator Star CRAR2525 Double,O B-br O O O O O O O B-mo O
541 Croma L Frost Free Door 2 Refrigerator CRAR2525 Double,O B-br O O O O O O B-mo O
Croma 170 L Direct Cool Single Door 2 Star Refrigerator CRLRFC403sD170,B-br O O O O O O O O O B-mo
Refrigerator L 170 Door Cool Single Star Croma Direct 2 CRLRFC403sD170,O O O O O O O B-br O O B-mo
L Direct 2 170 Single CRLRFC403sD170 Cool Refrigerator Croma Door Star,O O O O O B-mo O O B-br O O
L Direct 2 170 Single CRLRFC403sD170 Cool Refrigerator Door Star,O O O O O B-mo O O O O
Croma 170 L Direct Cool Single Door 3 Star Refrigerator CRAC0211,B-br O O O O O O O O O B-mo
Direct Star L 170 Refrigerator Single CRAC0211 3 Cool Door Croma,O O O O O O B-mo O O O B-br
CRAC0211 Cool 3 Single Croma 170 Door Star Refrigerator L Direct,B-mo O O O B-br O O O O O O
CRAC0211 Cool 3 Single Croma 170 Door Star Refrigerator L,B-mo O O O B-br O O O O O
Croma 270 L Frost Free Double Door 3 Star Refrigerator CRAR2386,B-br O O O O O O O O O B-mo
Croma 3 Refrigerator CRAR2386 Star 270 Door Frost Double Free L,B-br O O B-mo O O O O O O O
270 Free Refrigerator CRAR2386 3 Star Frost Double Door Croma L,O O O B-mo O O O O O B-br O
270 Free Refrigerator CRAR2386 3 Star Frost Double Door L,O O O B-mo O O O O O O
Croma 190 L Direct Cool Single Door 3 Star Refrigerator CRAR0212,B-br O O O O O O O O O B-mo
Croma Cool Door Refrigerator Single Star Direct L CRAR0212 3 190,B-br O O O O O O O B-mo O O
Croma Door 190 Refrigerator Direct L Star Cool 3 Single CRAR0212,B-br O O O O O O O O O B-mo
Croma Door 190 Refrigerator Direct L Star Cool Single CRAR0212,B-br O O O O O O O O B-mo
Croma 225 L Direct Cool Single Door 2 Star Refrigerator CRAR0213,B-br O O O O O O O O O B-mo
Cool Croma Refrigerator CRAR0213 Door Single Direct 2 L Star 225,O B-br O B-mo O O O O O O O
Star 2 Croma CRAR0213 Door 225 Cool Refrigerator Direct L Single,O O B-br B-mo O O O O O O O
Star 2 Croma CRAR0213 Door 225 Cool Refrigerator Direct L,O O B-br B-mo O O O O O O
Croma 92 L Direct Cool Single Door 1 Star Refrigerator CRLRFC402sD100,B-br O O O O O O O O O B-mo
Door Croma Refrigerator L Cool CRLRFC402sD100 Direct Single 92 Star 1,O B-br O O O B-mo O O O O O
Refrigerator Door Single 92 1 Direct CRLRFC402sD100 L Star Croma Cool,O O O O O O B-mo O O B-br O
Refrigerator Door Single 92 Direct CRLRFC402sD100 L Star Croma Cool,O O O O O B-mo O O B-br O
Croma 170 L Direct Cool Single Door 4 Star Refrigerator CRAR0208,B-br O O O O O O O O O B-mo
CRAR0208 Single Direct Cool 170 Refrigerator Star 4 Door Croma L,B-mo O O O O O O O O B-br O
Star L Single Direct Croma Cool 4 Door 170 Refrigerator CRAR0208,O O O O B-br O O O O O B-mo
Star L Single Direct Croma Cool Door 170 Refrigerator CRAR0208,O O O O B-br O O O O B-mo
Croma 170 L Direct Cool Single Door 3 Star Refrigerator CRAR0211,B-br O O O O O O O O O B-mo
Croma Single 170 3 Star L CRAR0211 Direct Cool Door Refrigerator,B-br O O O O O B-mo O O O O
Single Star CRAR0211 Direct Cool 3 Refrigerator Door Croma L 170,O O B-mo O O O O O B-br O O
Single Star CRAR0211 Direct Cool 3 Refrigerator Door Croma L,O O B-mo O O O O O B-br O
Croma 310 L Frost Free Double Door 3 Star Refrigerator CRAR2401,B-br O O O O O O O O O B-mo
3 Refrigerator 310 Door Frost CRAR2401 Free Croma Star Double L,O O O O O B-mo O B-br O O O
CRAR2401 Double Door Refrigerator Frost Star Free Croma 3 L 310,B-mo O O O O O O B-br O O O
CRAR2401 Door Refrigerator Frost Star Free Croma 3 L 310,B-mo O O O O O B-br O O O
Croma 335 L Frost Free Double Door 3 Star Refrigerator CRAR2402,B-br O O O O O O O O O B-mo
Door Refrigerator CRAR2402 Double Star 335 Frost Free 3 L Croma,O O B-mo O O O O O O O B-br
Frost Double Refrigerator Star 3 Croma 335 Door CRAR2402 Free L,O O O O O B-br O O B-mo O O
Frost Double Refrigerator Star Croma 335 Door CRAR2402 Free L,O O O O B-br O O B-mo O O
Croma 435 L Frost Free Double Door 1 Star Refrigerator CRAR2523,B-br O O O O O O O O O B-mo
Free Croma Refrigerator Door 435 Star Double L CRAR2523 1 Frost,O B-br O O O O O O B-mo O O
1 Croma Double CRAR2523 Frost L Door 435 Free Star Refrigerator,O B-br O B-mo O O O O O O O
1 Croma Double Frost L Door 435 Free Star Refrigerator,O B-br O O O O O O O O
Electrolux 470 L Frost Free Double Door 2 Star Refrigerator ETB4702AA,B-br O O O O O O O O O B-mo
470 Free Frost Star Electrolux Door Double ETB4702AA 2 Refrigerator L,O O O O B-br O O B-mo O O O
Free 470 ETB4702AA 2 Refrigerator Double L Electrolux Door Star Frost,O O B-mo O O O O B-br O O O
Free 470 ETB4702AA 2 Refrigerator Double Electrolux Door Star Frost,O O B-mo O O O B-br O O O
Electrolux 190 L Direct Cool Single Door 3 Star Refrigerator EN205PTSV,B-br O O O O O O O O O B-mo
Star Door Electrolux L Direct EN205PTSV Cool 3 190 Single Refrigerator,O O B-br O O B-mo O O O O O
3 Door Star Refrigerator 190 Cool Direct Single Electrolux L EN205PTSV,O O O O O O O O B-br O B-mo
3 Door Star Refrigerator 190 Cool Direct Single L EN205PTSV,O O O O O O O O O B-mo
Electrolux 80 L Direct Cool Single Door 1 Star Refrigerator HEC091PSH,B-br O O O O O O O O O B-mo
Refrigerator 80 Star 1 Single Direct Electrolux Cool L Door HEC091PSH,O O O O O O B-br O O O B-mo
Refrigerator Direct Star Cool Door L 80 Electrolux 1 HEC091PSH Single,O O O O O O O B-br O B-mo O
Refrigerator Direct Star Cool Door L 80 Electrolux 1 HEC091PSH,O O O O O O O B-br O B-mo
Electrolux 47 L Direct Cool Single Door 2 Star Refrigerator EC060PSH,B-br O O O O O O O O O B-mo
Direct L 2 Cool Single Electrolux 47 Star Refrigerator Door EC060PSH,O O O O O B-br O O O O B-mo
2 Star EC060PSH Electrolux Door Refrigerator Cool Direct L 47 Single,O O B-mo B-br O O O O O O O
2 Star EC060PSH Electrolux Door Cool Direct L 47 Single,O O B-mo B-br O O O O O O
Electrolux 190 L Direct Cool Single Door 3 Star Refrigerator EB203EBR,B-br O O O O O O O O O B-mo
EB203EBR Refrigerator Door 3 Star Single Direct Cool Electrolux L 190,B-mo O O O O O O O B-br O O
Electrolux 190 L Door Direct EB203EBR Star 3 Cool Refrigerator Single,B-br O O O O B-mo O O O O O
Electrolux 190 L Door Direct EB203EBR Star 3 Refrigerator Single,B-br O O O O B-mo O O O O
Electrolux 370 L Frost Free Triple Door Refrigerator EME3700MG,B-br O O O O O O O B-mo
L Triple Electrolux Refrigerator 370 Free Door EME3700MG Frost,O O B-br O O O O B-mo O
Frost 370 Free L Refrigerator Electrolux EME3700MG Triple Door,O O O O O B-br B-mo O O
Frost 370 Free L Electrolux EME3700MG Triple Door,O O O O B-br B-mo O O
Electrolux 524 L Frost Free French Door Refrigerator EHE5200SA,B-br O O O O O O O B-mo
French L Electrolux Frost 524 Free Door Refrigerator EHE5200SA,O O B-br O O O O O B-mo
Frost 524 L EHE5200SA French Door Free Refrigerator Electrolux,O O O B-mo O O O O B-br
Frost 524 L EHE5200SA French Door Free Electrolux,O O O B-mo O O O B-br
Electrolux 235 L Frost Free Double Door 2 Star Refrigerator REF EP242LSVHFB,B-br O O O O O O O O O B-mo I-mo
Double Frost L Free 235 EP242LSVHFB REF Door Electrolux 2 Refrigerator Star,O O O O O I-mo B-mo O B-br O O O
Frost Electrolux Double Free EP242LSVHFB Door Star 235 REF L 2 Refrigerator,O B-br O O I-mo O O O B-mo O O O
Frost Electrolux Double EP242LSVHFB Door Star 235 REF L 2 Refrigerator,O B-br O I-mo O O O B-mo O O O
Electrolux 190 L Frost Free Double Door 2 Star Refrigerator REF EP202LSVHFB,B-br O O O O O O O O O B-mo I-mo
Refrigerator REF Frost Free Star Double 2 EP202LSVHFB Electrolux Door 190 L,O B-mo O O O O O I-mo B-br O O O
Refrigerator 190 EP202LSVHFB Electrolux REF Door Star Free L Double Frost 2,O O I-mo B-br B-mo O O O O O O O
190 EP202LSVHFB Electrolux REF Door Star Free L Double Frost 2,O I-mo B-br B-mo O O O O O O O
Electrolux 215 L Direct Cool Single Door 3 Star Refrigerator Euro Neo EN225PTSV,B-br O O O O O O O O O B-mo I-mo I-mo
L Door Neo Cool Euro Refrigerator Single 215 Electrolux EN225PTSV Star 3 Direct,O O I-mo O B-mo O O O B-br I-mo O O O
Door Star Euro Refrigerator Single L EN225PTSV Direct Electrolux Neo 215 3 Cool,O O B-mo O O O I-mo O B-br I-mo O O O
Door Star Euro Refrigerator Single L EN225PTSV Direct Electrolux 215 3 Cool,O O B-mo O O O I-mo O B-br O O O
